,Bidding Zone,Installed Capacity [MW],Name,Production Type,Voltage Connection Level [kV]
46WPU0000000032W,10Y1001A1001A44P,452.0,Messaure,Hydro Water Reservoir,400.0
46WPU0000000031Y,10Y1001A1001A44P,343.0,Ligga,Hydro Water Reservoir,400.0
46WPU0000000033U,10Y1001A1001A44P,225.0,Seitevare,Hydro Water Reservoir,400.0
46WPU0000000039I,10Y1001A1001A44P,214.0,Gallejaur,Hydro Water Reservoir,130.0
46WPU0000000036O,10Y1001A1001A44P,275.0,Porsi,Hydro Water Reservoir,130.0
46WPU0000000035Q,10Y1001A1001A44P,487.0,Letsi,Hydro Water Reservoir,400.0
46WPU0000000038K,10Y1001A1001A44P,100.0,Bastusel,Hydro Water Reservoir,130.0
46WPU0000000037M,10Y1001A1001A44P,202.0,Laxede,Hydro Water Reservoir,130.0
46WPU0000000028N,10Y1001A1001A44P,440.0,Porjus,Hydro Water Reservoir,400.0
46WPU0000000027P,10Y1001A1001A44P,325.0,Vietas,Hydro Water Reservoir,400.0
46WPU0000000029L,10Y1001A1001A44P,830.0,Harsprånget,Hydro Water Reservoir,400.0
46WPU0000000026R,10Y1001A1001A44P,320.0,Ritsem,Hydro Water Reservoir,400.0
46WPU0000000107R,10Y1001A1001A44P,160.0,Akkats,Hydro Water Reservoir,130.0
46WPU0000000103Z,10Y1001A1001A44P,150.0,Kvistforsen,Hydro Run-of-river and poundage,130.0
46WPU0000000040X,10Y1001A1001A44P,131.0,Vargfors,Hydro Water Reservoir,400.0
46WPU00000000210,10Y1001A1001A45N,103.0,Krokströmmen ,Hydro Run-of-river and poundage,130.0
46WPU0000000068B,10Y1001A1001A45N,235.0,Blaiken,Wind Onshore,400.0
46WPU0000000066F,10Y1001A1001A45N,160.0,Sällsjö,Hydro Water Reservoir,220.0
46WPU0000000112Y,10Y1001A1001A45N,144.0,Sidensjö,Wind Onshore,130.0
46WPU0000000105V,10Y1001A1001A45N,100.0,Järnvägsforsen,Hydro Run-of-river and poundage,200.0
46WPU0000000104X,10Y1001A1001A45N,130.0,Korsselbränna,Hydro Run-of-river and poundage,200.0
46WPU0000000019O,10Y1001A1001A45N,114.0,Järpströmmen,Hydro Water Reservoir,220.0
46WPU0000000106T,10Y1001A1001A45N,112.0,Olden (Oldå og Långså),Hydro Run-of-river and poundage,200.0
46WPU0000000052Q,10Y1001A1001A45N,110.0,Torpshammar,Hydro Water Reservoir,220.0
46WPU0000000051S,10Y1001A1001A45N,160.0,Bergeforsen,Hydro Water Reservoir,130.0
46WPU0000000050U,10Y1001A1001A45N,140.0,Hölleforsen,Hydro Water Reservoir,220.0
46WPU00000001020,10Y1001A1001A45N,105.0,Ögonfägnaden,Wind Onshore,145.0
46WPU0000000044P,10Y1001A1001A45N,157.0,Lasele,Hydro Water Reservoir,220.0
46WPU0000000043R,10Y1001A1001A45N,133.0,Stalon,Hydro Water Reservoir,220.0
46WPU0000000046L,10Y1001A1001A45N,113.0,Nämforsen,Hydro Water Reservoir,220.0
46WPU0000000045N,10Y1001A1001A45N,275.0,Kilforsen,Hydro Water Reservoir,400.0
46WPU0000000042T,10Y1001A1001A45N,581.0,Stornorrfors,Hydro Water Reservoir,400.0
46WPU0000000041V,10Y1001A1001A45N,105.0,Tuggen,Hydro Water Reservoir,130.0
46WPU00000000016,10Y1001A1001A45N,288.0,Vindpark Björkhöjden,Wind Onshore,145.0
46WPU0000000048H,10Y1001A1001A45N,155.0,Midskog,Hydro Water Reservoir,220.0
46WPU0000000047J,10Y1001A1001A45N,155.0,Forsmo,Hydro Water Reservoir,220.0
46WPU0000000049F,10Y1001A1001A45N,132.0,Stadsforsen,Hydro Water Reservoir,220.0
46WPU0000000085B,10Y1001A1001A45N,250.0,Krångede,Hydro Water Reservoir,220.0
46WPU0000000080L,10Y1001A1001A45N,223.0,Harrsele,Hydro Run-of-river and poundage,130.0
46WPU0000000064J,10Y1001A1001A46L,245.0,Aros G3,Fossil Oil,130.0
46WPU0000000063L,10Y1001A1001A46L,100.0,Åbyverket G3,Biomass,130.0
46WPU0000000065H,10Y1001A1001A46L,203.0,Jädraås Vindkraftpark,Wind Onshore,130.0
46WPU0000000023X,10Y1001A1001A46L,190.0,Värtaverket,Fossil Oil,110.0
46WPU0000000022Z,10Y1001A1001A46L,135.0,Höljes,Hydro Water Reservoir,130.0
46WPU0000000062N,10Y1001A1001A46L,261.0,Rya KVV ,Fossil Gas,130.0
46WPU0000000061P,10Y1001A1001A46L,1400.0,Oskarshamn 3,Nuclear,400.0
46WPU0000000056I,10Y1001A1001A46L,260.0,Stenungsund B3,Fossil Oil,130.0
46WPU0000000055K,10Y1001A1001A46L,120.0,Uppsala KVV,Fossil Peat,40.0
46WPU00000000113,10Y1001A1001A46L,904.0,Ringhals 2,Nuclear,400.0
46WPU00000000105,10Y1001A1001A46L,881.0,Ringhals 1,Nuclear,400.0
46WPU0000000057G,10Y1001A1001A46L,260.0,Stenungsund B4,Fossil Oil,130.0
46WPU0000000054M,10Y1001A1001A46L,172.0,Hojum,Hydro Water Reservoir,130.0
46WPU0000000053O,10Y1001A1001A46L,125.0,Älvkarleby,Hydro Water Reservoir,70.0
46WPU0000000016U,10Y1001A1001A46L,1116.0,Forsmark block 2,Nuclear,400.0
46WPU0000000015W,10Y1001A1001A46L,986.0,Forsmark block 1,Nuclear,400.0
46WPU0000000018Q,10Y1001A1001A46L,330.0,Trängslet,Hydro Water Reservoir,130.0
46WPU0000000017S,10Y1001A1001A46L,1159.0,Forsmark block 3,Nuclear,400.0
46WPU00000000121,10Y1001A1001A46L,1065.0,Ringhals 3,Nuclear,400.0
46WPU0000000014Y,10Y1001A1001A46L,1106.0,Ringhals 4,Nuclear,400.0
46WPU0000000151O,10Y1001A1001A47J,98.0,Lemnhult,Wind Onshore,130.0
46WPU0000000058E,10Y1001A1001A47J,110.0,Lillgrund,Wind Offshore,130.0
46WPU00000000040,10Y1001A1001A47J,448.0,Öresundsverket CHP,Fossil Gas,130.0
46WPU0000000005Z,10Y1001A1001A47J,670.0,Karlshamn,Fossil Oil,400.0
46WPU00000000032,10Y1001A1001A47J,126.0,Gasturbiner Malmö,Fossil Oil,130.0
46WPU00000000024,10Y1001A1001A47J,250.0,Gasturbiner Halmstad,Fossil Oil,130.0
34WETL-TENTB---B,10YCS-SERBIATSOV,1300.0,TENT B,Fossil Brown coal/Lignite,400.0
34WEHP-DJE-2---M,10YCS-SERBIATSOV,270.0,HE DJERDAP II,Hydro Run-of-river and poundage,110.0
34WETL-KOSOB---7,10YCS-SERBIATSOV,618.0,TE KOSOVO B,Fossil Brown coal/Lignite,400.0
34WETG-ZRENJ---4,10YCS-SERBIATSOV,0.0,TETO ZRENJANIN,Fossil Gas,110.0
34WEHP-BBASH---V,10YCS-SERBIATSOV,420.0,HE BAJINA BASTA,Hydro Run-of-river and poundage,220.0
34WEHP-ZVORN---E,10YCS-SERBIATSOV,110.8,HE ZVORNIK,Hydro Run-of-river and poundage,110.0
34WETL-MORAV---H,10YCS-SERBIATSOV,125.0,TE MORAVA,Fossil Brown coal/Lignite,110.0
34WETL-KOSTA---J,10YCS-SERBIATSOV,310.0,TE KOSTOLAC A,Fossil Brown coal/Lignite,110.0
34WETL-TENTA---G,10YCS-SERBIATSOV,1765.5,TENT A,Fossil Brown coal/Lignite,220.0
34WETG-NOSAD---Z,10YCS-SERBIATSOV,255.0,TETO NOVI SAD,Fossil Gas,110.0
34WETL-KOSOA---C,10YCS-SERBIATSOV,610.0,TE KOSOVO A,Fossil Brown coal/Lignite,220.0
34WEHA-KBROD---3,10YCS-SERBIATSOV,22.5,HE Kokin Brod,Hydro Water Reservoir,110.0
34WEHR-BBASR---X,10YCS-SERBIATSOV,614.0,RHE BAJINA BASTA,Hydro Pumped Storage,220.0
34WETL-KOLUA---P,10YCS-SERBIATSOV,175.0,TE KOLUBARA,Fossil Brown coal/Lignite,110.0
34WEHP-DJE-1---R,10YCS-SERBIATSOV,1112.6,HE DJERDAP I,Hydro Run-of-river and poundage,400.0
34WEHA-BISTR---W,10YCS-SERBIATSOV,102.0,HE Bistrica,Hydro Water Reservoir,220.0
34WEHA-UVAC----E,10YCS-SERBIATSOV,36.0,HE Uvac,Hydro Water Reservoir,110.0
34WETL-KOSTB---E,10YCS-SERBIATSOV,697.0,TE KOSTOLAC B,Fossil Brown coal/Lignite,400.0
24WV--EBO------8,10YSK-SEPS-----K,1000.0,Bohunice,Nuclear,400.0
24WV--EVO------D,10YSK-SEPS-----K,220.0,Vojany,Fossil Hard coal,220.0
24WV--PBA------A,10YSK-SEPS-----K,218.0,PPC Bratislava,Fossil Gas,110.0
24WV--HGA------8,10YSK-SEPS-----K,720.0,Gabčíkovo,Hydro Run-of-river and poundage,400.0
24WV--HCV------O,10YSK-SEPS-----K,734.4,Čierny Váh,Hydro Pumped Storage,400.0
24WV--EMO------K,10YSK-SEPS-----K,940.0,Mochovce,Nuclear,400.0
24WV--ENO------B,10YSK-SEPS-----K,220.0,Nováky,Fossil Brown coal/Lignite,110.0
24WV--HLM------F,10YSK-SEPS-----K,198.0,Liptovská Mara,Hydro Water Reservoir,110.0
24WV--EOK------Y,10YSK-SEPS-----K,430.0,Malženice,Fossil Gas,400.0
28W-G-000000119L,10YSI-ELES-----O,696.0,NE Krško,Nuclear,400.0
28W-G-000000122W,10YSI-ELES-----O,350.0,PE Brestanica,Fossil Gas,110.0
28W-G-000000082I,10YSI-ELES-----O,112.0,TE TE-TOL,Fossil Brown coal/Lignite,110.0
28W-G-0000000009,10YSI-ELES-----O,180.0,ČHE Avče elektrarna,Hydro Pumped Storage,110.0
28W-G-000000091H,10YSI-ELES-----O,116.0,HE Formin,Hydro Run-of-river and poundage,100.0
28W-G-000000090J,10YSI-ELES-----O,126.0,HE Zlatoličje,Hydro Run-of-river and poundage,110.0
47W000000000318I,10Y1001A1001A016,18.0,Lisahally,Biomass,33.0
47W000000000242P,10Y1001A1001A016,12.0,Knockmore Hill AGU Production,Fossil Gas,33.0
47W000000000243N,10Y1001A1001A016,74.0,iPower Solutions Limited,Fossil Oil,33.0
47W000000000244L,10Y1001A1001A016,3.0,Empower Generation Limited,Fossil Oil,33.0
47W000000000153O,10Y1001A1001A016,217.0,Ballylumford B Station,Fossil Gas,220.0
47W000000000154M,10Y1001A1001A016,494.0,Ballylumford C Station,Fossil Gas,275.0
47W000000000155K,10Y1001A1001A016,467.0,Coolkeeragh,Fossil Gas,275.0
47W000000000156I,10Y1001A1001A016,655.0,Kilroot,Fossil Hard coal,275.0
47W000000000241R,10Y1001A1001A016,3.0,Knockmore Hill,Fossil Gas,33.0
18W0000000005S2B,10YES-REE------0,211.5,EGMEBRO,Wind Onshore,220.0
18WASC1-12345-0Z,10YES-REE------0,995.8,ASCO 1,Nuclear,400.0
18WROB2-12345-0B,10YES-REE------0,355.1,ROBLA 2,Fossil Hard coal,400.0
18W00000000010Z8,10YES-REE------0,130.0,EFEGEL1,Wind Onshore,400.0
18WESC6-12345-07,10YES-REE------0,815.6,ESC IBER 6,Fossil Gas,400.0
18WBES3-12345-0V,10YES-REE------0,411.9,BESOS 3,Fossil Gas,220.0
18WPGR2-12345-0V,10YES-REE------0,351.0,P.G.RODR 2,Fossil Hard coal,400.0
18WGUA1-12345-0T,10YES-REE------0,143.4,GUARDO 1,Fossil Hard coal,220.0
18WAGUB-12345-0T,10YES-REE------0,360.0,AGUAYO B,Hydro Pumped Storage,220.0
18WUFGC--1234-00,10YES-REE------0,385.8,GNF GALCOS,Hydro Water Reservoir,220.0
18WSROQ1-1234-06,10YES-REE------0,389.8,SANROQUE1,Fossil Gas,220.0
18WSRI3-12345-0N,10YES-REE------0,346.2,SOTORIBE 3,Fossil Hard coal,400.0
18WELBOGA-1234-V,10YES-REE------0,280.4,ELBOGA,Wind Onshore,400.0
18WSBEU-12345-0Q,10YES-REE------0,625.9,SIL-BIB-EU,Hydro Water Reservoir,220.0
18WMUEB-12345-0T,10YES-REE------0,1390.0,MUELA B,Hydro Pumped Storage,400.0
18WALG3-12345--K,10YES-REE------0,820.5,ALG3,Fossil Gas,220.0
18WCTN3-12345-04,10YES-REE------0,782.0,CASTELLO 3,Fossil Gas,400.0
18WSAGU1-123--0J,10YES-REE------0,409.7,SAGU1,Fossil Gas,400.0
18WEFGASN-1234-D,10YES-REE------0,591.7,EFGASN,Wind Onshore,400.0
18WMALA1-12345-L,10YES-REE------0,415.5,MALA1,Fossil Gas,220.0
18WVIES-12345-0Y,10YES-REE------0,337.8,UGH EON,Hydro Water Reservoir,220.0
18WARCOS3-123-0Z,10YES-REE------0,822.8,ARCOS3,Fossil Gas,400.0
18WJUCA-12345-0Q,10YES-REE------0,739.0,JUCAR,Hydro Water Reservoir,400.0
18W18WSRI4--123V,10YES-REE------0,426.0,SOTORIBE 4,Fossil Gas,400.0
18WARRU1-1234-0J,10YES-REE------0,394.6,ARRUBAL1,Fossil Gas,400.0
18WCTJON2-123-0Z,10YES-REE------0,378.9,CASTEJO2 I,Fossil Gas,400.0
18WEBRFEN-123-0T,10YES-REE------0,1870.7,ENH-FEC-GR,Hydro Water Reservoir,220.0
18WHFEGED-1234-V,10YES-REE------0,169.5,HTARIFA,Hydro Water Reservoir,220.0
18WTJEB-12345-0X,10YES-REE------0,420.0,TAJOENC B,Hydro Pumped Storage,220.0
18WPVENT1--1234A,10YES-REE------0,420.1,PVENT1,Fossil Gas,400.0
18WCOF1-12345-0O,10YES-REE------0,1063.9,COFRENTES,Nuclear,400.0
18WESCCC2-123-0L,10YES-REE------0,401.3,ESC GDF 2,Fossil Gas,400.0
18WCTN4-123456-C,10YES-REE------0,839.3,CASTELLO 4,Fossil Gas,400.0
18WEDERNA-123-1C,10YES-REE------0,146.5,EDERNA,Wind Onshore,220.0
18WALZ1-12345-0E,10YES-REE------0,1011.3,ALMARAZ 1,Nuclear,400.0
18WECT2-123456-X,10YES-REE------0,274.6,ECT2,Fossil Gas,400.0
18WPBCN1-12345-D,10YES-REE------0,434.8,PBCN1,Fossil Gas,220.0
18WPGR3-12345-0L,10YES-REE------0,350.2,P.G.RODR 3,Fossil Hard coal,400.0
18WSAGU3-123--01,10YES-REE------0,410.6,SAGU3,Fossil Gas,400.0
18WEHIBGES-123-W,10YES-REE------0,5472.2,EHIBGES,Wind Onshore,400.0
18WTAJO-12345-0U,10YES-REE------0,2232.3,TAJO G,Hydro Water Reservoir,400.0
18WAGUG-12345-0G,10YES-REE------0,360.4,AGUAYO G,Hydro Water Reservoir,220.0
18WCAMGI10-12-07,10YES-REE------0,392.6,CAMPGIB1,Fossil Gas,400.0
18WTAPOWER-12-0V,10YES-REE------0,416.9,TARRAG IB,Fossil Gas,220.0
18WTANB-12345-05,10YES-REE------0,110.0,TANES B,Hydro Pumped Storage,132.0
18WSTC4-12345-0I,10YES-REE------0,396.4,SANTURCE 4,Fossil Gas,220.0
18WECYLEO-1234-7,10YES-REE------0,140.6,ECYLEO,Wind Onshore,400.0
18WEGREEN-1234-3,10YES-REE------0,3089.6,EOLICAGEST,Wind Onshore,220.0
18WBES4-12345-0L,10YES-REE------0,399.7,BESOS 4,Fossil Gas,220.0
18WCOL4-12345-02,10YES-REE------0,390.9,COLON 4,Fossil Gas,220.0
18WUFMI-12345-0L,10YES-REE------0,941.1,GNF MIÑO,Hydro Water Reservoir,220.0
18WEELRI-1234-1R,10YES-REE------0,106.8,EELRI,Wind Onshore,220.0
18WARCOS2-123-06,10YES-REE------0,373.2,ARCOS2,Fossil Gas,400.0
18WETARRA-1234-2,10YES-REE------0,116.5,ETARRA,Wind Onshore,400.0
18WALL1-12345-0K,10YES-REE------0,346.8,ANLLARES,Fossil Hard coal,400.0
18WEMOCI-1234-1B,10YES-REE------0,144.0,EMOCI,Wind Onshore,220.0
18WEESQUI-1234-E,10YES-REE------0,140.4,EESQUI,Wind Onshore,400.0
18WROB1-12345-0L,10YES-REE------0,263.9,ROBLA 1,Fossil Hard coal,400.0
18WASC2-12345-0P,10YES-REE------0,991.7,ASCO 2,Nuclear,400.0
18WTAJB-12345-0C,10YES-REE------0,380.0,TAJO B,Hydro Pumped Storage,220.0
18WALZ2-12345-04,10YES-REE------0,1005.8,ALMARAZ 2,Nuclear,400.0
18WUFBG-12345-0E,10YES-REE------0,215.0,BOLARQUE G,Hydro Water Reservoir,220.0
18WSLTG-12345-0T,10YES-REE------0,439.2,SALLENT G,Hydro Water Reservoir,400.0
18WSILB-12345-0I,10YES-REE------0,412.0,SIL B,Hydro Pumped Storage,220.0
18WTER3-12345-0U,10YES-REE------0,351.4,TERUEL 3,Fossil Hard coal,400.0
18WCTGN2-1234-03,10YES-REE------0,417.8,ESC CART 2,Fossil Gas,400.0
18WPALOS1-123-0Z,10YES-REE------0,386.7,PALOS1,Fossil Gas,400.0
18WEALAND-1234-W,10YES-REE------0,250.2,EALAND,Wind Onshore,400.0
18WSFWMARK-123-N,10YES-REE------0,241.1,SFWMARK,Solar,400.0
18WPNN3-12345-0I,10YES-REE------0,299.7,PUENTENUEV,Fossil Hard coal,132.0
18WLIT1-12345-0A,10YES-REE------0,557.5,LITORAL 1,Fossil Hard coal,400.0
18WACE3-12345-00,10YES-REE------0,386.0,ACECA 3 IB,Fossil Gas,220.0
18WCTJON3--1234S,10YES-REE------0,418.4,CASTEJO3 H,Fossil Gas,400.0
18WBAHIAB-123-0X,10YES-REE------0,785.3,BAHIAB,Fossil Gas,400.0
18WSAGU2-123--0A,10YES-REE------0,411.8,SAGU2,Fossil Gas,400.0
18WTRL1-12345-0Y,10YES-REE------0,1003.4,TRILLO,Nuclear,400.0
18WTERE-12345-0V,10YES-REE------0,150.8,TER,Hydro Water Reservoir,110.0
18WPVENT2--12342,10YES-REE------0,414.0,PVENT2,Fossil Gas,400.0
18WEREGPEM-123-F,10YES-REE------0,1016.6,EREGPEM,Wind Onshore,220.0
18WMUEL-12345-03,10YES-REE------0,1511.7,MUELA G,Hydro Water Reservoir,400.0
18WCOM5-12345-0I,10YES-REE------0,340.6,COMPOSTI 5,Fossil Hard coal,400.0
18WVAN2-12345-0W,10YES-REE------0,1045.3,VANDELLOS,Nuclear,400.0
18WESCCC3-123-0D,10YES-REE------0,395.2,ESC GDF 3,Fossil Gas,400.0
18WTER1-12345-0D,10YES-REE------0,352.2,TERUEL 1,Fossil Hard coal,400.0
18WEEGPEM-1234-9,10YES-REE------0,603.7,EEGPEM,Wind Onshore,220.0
18WHFGASN-1234-B,10YES-REE------0,110.4,HFGASN,Hydro Water Reservoir,220.0
18WPGR5-123456-J,10YES-REE------0,855.6,P.G.RODR 5,Fossil Gas,400.0
18WGDNA-12345-00,10YES-REE------0,218.6,GUADIANA,Hydro Water Reservoir,132.0
18WGUIG-12345-0D,10YES-REE------0,206.7,GUILLENA G,Hydro Water Reservoir,220.0
18WACE4-12345-0R,10YES-REE------0,372.6,ACECA 4 UF,Fossil Gas,220.0
18WPALOS2-123-0R,10YES-REE------0,389.1,PALOS2,Fossil Gas,400.0
18WSBO3-12345-01,10YES-REE------0,391.3,SABON 3,Fossil Gas,220.0
18WCTGN1-1234-0C,10YES-REE------0,418.2,ESC CART 1,Fossil Gas,400.0
18WNRC2-12345-0G,10YES-REE------0,154.3,NARCEA 2,Fossil Hard coal,132.0
18WAMBIETA-12-0S,10YES-REE------0,786.4,AMBIETA,Fossil Gas,400.0
18WHCHI-12345-0M,10YES-REE------0,425.1,HC-HIDRAUL,Hydro Water Reservoir,132.0
18WGUIB-12345-0Q,10YES-REE------0,225.0,GUILLENA B,Hydro Pumped Storage,220.0
18WHFERRAT-123-C,10YES-REE------0,107.7,HFERRAT,Hydro Water Reservoir,220.0
18WMLTG-12345-0X,10YES-REE------0,219.1,MORALET G,Hydro Water Reservoir,220.0
18WARCOS1-123-0E,10YES-REE------0,389.2,ARCOS1,Fossil Gas,400.0
18WSRI5-123456-L,10YES-REE------0,428.1,SOTO5,Fossil Gas,400.0
18WLAD4-12345-0U,10YES-REE------0,347.7,LADA 4,Fossil Hard coal,400.0
18WGDLQ-12345-0A,10YES-REE------0,423.9,GUADALQUIV,Hydro Water Reservoir,132.0
18WDUER-12345-0N,10YES-REE------0,3543.3,DUERO G,Hydro Water Reservoir,400.0
18WABO2-12345-0N,10YES-REE------0,561.8,ABOÑO 2,Fossil Hard coal,220.0
18WCOM4-12345-0S,10YES-REE------0,341.1,COMPOSTI 4,Fossil Hard coal,400.0
18WSLTB-12345-05,10YES-REE------0,400.0,SALLENT B,Hydro Pumped Storage,400.0
18WBRR1-12345-0H,10YES-REE------0,570.0,BARRIOS,Fossil Hard coal,400.0
18WTFIBGES-123-9,10YES-REE------0,132.3,TFIBGES,Fossil Gas,220.0
18WUFTA-12345-0O,10YES-REE------0,388.4,GNF TAJO,Hydro Water Reservoir,132.0
18WEAEREG-123-17,10YES-REE------0,270.1,EAEREG,Wind Onshore,220.0
18WDUEB-12345-0Z,10YES-REE------0,1308.0,DUERO B,Hydro Pumped Storage,400.0
18W0000000005I32,10YES-REE------0,115.0,EGVREN2,Wind Onshore,400.0
18WLIT2-12345-00,10YES-REE------0,562.0,LITORAL 2,Fossil Hard coal,400.0
18WFFNEXU-1234-4,10YES-REE------0,300.6,FFNEXU,Solar,400.0
18WEBRACC2-123-R,10YES-REE------0,162.0,EBRACC2,Hydro Water Reservoir,220.0
18WPALOS3-123-0J,10YES-REE------0,391.0,PALOS3,Fossil Gas,400.0
18WCTNU-12345-0U,10YES-REE------0,790.6,CASTELNOU,Fossil Gas,400.0
18WENDPRB-123-0T,10YES-REE------0,100.0,ENDPRB,Hydro Pumped Storage,220.0
18WSROQ2-1234-0Y,10YES-REE------0,401.8,SANROQUE2,Fossil Gas,220.0
18WGUA2-12345-0J,10YES-REE------0,342.4,GUARDO 2,Fossil Hard coal,400.0
18WECT3-123456-N,10YES-REE------0,804.3,ESCAT3,Fossil Gas,400.0
18WPGR1-12345-04,10YES-REE------0,350.9,P.G.RODR 1,Fossil Hard coal,400.0
18WEBRA-12345-06,10YES-REE------0,212.6,EBRO ALTO,Hydro Water Reservoir,132.0
18WMEI1-12345-0I,10YES-REE------0,557.2,MEIRAMA,Fossil Hard coal,220.0
18WNRC3-12345-06,10YES-REE------0,347.4,NARCEA 3,Fossil Hard coal,400.0
18W0000000001EAG,10YES-REE------0,388.0,EGASNE1,Wind Onshore,400.0
18WCTGN3-1234-0V,10YES-REE------0,412.7,ESC CART 3,Fossil Gas,400.0
18WEMEDI-1234-10,10YES-REE------0,394.5,EMEDI,Wind Onshore,400.0
18WCAMGI20--1-0D,10YES-REE------0,387.9,CAMPGIB2,Fossil Gas,400.0
18WCTJON1-123-06,10YES-REE------0,424.9,CASTEJO1 H,Fossil Gas,400.0
18WABO1-12345-0X,10YES-REE------0,341.7,ABOÑO 1,Fossil Hard coal,132.0
18WTFDETIC-123-Y,10YES-REE------0,263.9,TFDETIC,Fossil Gas,220.0
18WECEASA-1234-R,10YES-REE------0,134.3,ECEASA,Wind Onshore,220.0
18WPGR4-12345-0B,10YES-REE------0,350.8,P.G.RODR 4,Fossil Hard coal,400.0
18WESCCC1-123-0T,10YES-REE------0,402.6,ESCCC1,Fossil Gas,400.0
18WMLTB-12345-09,10YES-REE------0,219.0,MORALET B,Hydro Pumped Storage,220.0
18WEFWMARK-123-K,10YES-REE------0,1403.9,EFWMARK,Wind Onshore,400.0
18W0000000006UFC,10YES-REE------0,574.7,EDPCOR1,Wind Onshore,220.0
18W0000000006UEE,10YES-REE------0,1601.4,EDPCOSA,Wind Onshore,400.0
18WEBRACC1-123-Y,10YES-REE------0,388.3,EBRACC1,Hydro Water Reservoir,220.0
18WPBCN2-12345-4,10YES-REE------0,431.4,PBCN2,Fossil Gas,220.0
18WSIL-123456-0G,10YES-REE------0,1556.6,SIL G,Hydro Water Reservoir,220.0
18WHFIBGES-123-H,10YES-REE------0,118.2,HFIBGES,Hydro Water Reservoir,400.0
18WSPSAETI-123-T,10YES-REE------0,100.0,PALMASAETI,Solar,220.0
18WUFBB-12345-0R,10YES-REE------0,208.0,BOLARQUE B,Hydro Pumped Storage,220.0
18WBES5-123456-T,10YES-REE------0,859.0,BESOS 5,Fossil Gas,220.0
18WTER2-12345-03,10YES-REE------0,352.1,TERUEL 2,Fossil Hard coal,400.0
18WCCO3-12345-0C,10YES-REE------0,323.3,CTCOMPOS 3,Fossil Hard coal,220.0
18WARRU2-1234-0A,10YES-REE------0,390.0,ARRUBAL2,Fossil Gas,400.0
18WTEES-12345-0Y,10YES-REE------0,113.7,TERA-ESLA,Hydro Water Reservoir,132.0
18WTJEG-12345-0K,10YES-REE------0,376.7,TAJOENC G,Hydro Water Reservoir,220.0
18W0000000001101,10YES-REE------0,152.7,EFEGEL2,Wind Onshore,400.0
18WEGVENTO-123-C,10YES-REE------0,128.0,EGVENTO,Wind Onshore,220.0
46WPU0000000032W,10YSE-1--------K,452.0,Messaure,Hydro Water Reservoir,400.0
46WPU0000000031Y,10YSE-1--------K,343.0,Ligga,Hydro Water Reservoir,400.0
46WPU0000000033U,10YSE-1--------K,225.0,Seitevare,Hydro Water Reservoir,400.0
46WPU0000000039I,10YSE-1--------K,214.0,Gallejaur,Hydro Water Reservoir,130.0
46WPU0000000036O,10YSE-1--------K,275.0,Porsi,Hydro Water Reservoir,130.0
46WPU0000000035Q,10YSE-1--------K,487.0,Letsi,Hydro Water Reservoir,400.0
46WPU0000000038K,10YSE-1--------K,100.0,Bastusel,Hydro Water Reservoir,130.0
46WPU0000000037M,10YSE-1--------K,202.0,Laxede,Hydro Water Reservoir,130.0
46WPU00000000210,10YSE-1--------K,103.0,Krokströmmen ,Hydro Run-of-river and poundage,130.0
46WPU0000000068B,10YSE-1--------K,235.0,Blaiken,Wind Onshore,400.0
46WPU0000000064J,10YSE-1--------K,245.0,Aros G3,Fossil Oil,130.0
46WPU0000000063L,10YSE-1--------K,100.0,Åbyverket G3,Biomass,130.0
46WPU0000000151O,10YSE-1--------K,98.0,Lemnhult,Wind Onshore,130.0
46WPU0000000066F,10YSE-1--------K,160.0,Sällsjö,Hydro Water Reservoir,220.0
46WPU0000000065H,10YSE-1--------K,203.0,Jädraås Vindkraftpark,Wind Onshore,130.0
46WPU0000000028N,10YSE-1--------K,440.0,Porjus,Hydro Water Reservoir,400.0
46WPU0000000112Y,10YSE-1--------K,144.0,Sidensjö,Wind Onshore,130.0
46WPU0000000027P,10YSE-1--------K,325.0,Vietas,Hydro Water Reservoir,400.0
46WPU0000000029L,10YSE-1--------K,830.0,Harsprånget,Hydro Water Reservoir,400.0
46WPU0000000023X,10YSE-1--------K,190.0,Värtaverket,Fossil Oil,110.0
46WPU0000000022Z,10YSE-1--------K,135.0,Höljes,Hydro Water Reservoir,130.0
46WPU0000000026R,10YSE-1--------K,320.0,Ritsem,Hydro Water Reservoir,400.0
46WPU0000000105V,10YSE-1--------K,100.0,Järnvägsforsen,Hydro Run-of-river and poundage,200.0
46WPU0000000104X,10YSE-1--------K,130.0,Korsselbränna,Hydro Run-of-river and poundage,200.0
46WPU0000000019O,10YSE-1--------K,114.0,Järpströmmen,Hydro Water Reservoir,220.0
46WPU0000000107R,10YSE-1--------K,160.0,Akkats,Hydro Water Reservoir,130.0
46WPU0000000106T,10YSE-1--------K,112.0,Olden (Oldå og Långså),Hydro Run-of-river and poundage,200.0
46WPU0000000062N,10YSE-1--------K,261.0,Rya KVV ,Fossil Gas,130.0
46WPU0000000061P,10YSE-1--------K,1400.0,Oskarshamn 3,Nuclear,400.0
46WPU0000000056I,10YSE-1--------K,260.0,Stenungsund B3,Fossil Oil,130.0
46WPU0000000055K,10YSE-1--------K,120.0,Uppsala KVV,Fossil Peat,40.0
46WPU00000000113,10YSE-1--------K,904.0,Ringhals 2,Nuclear,400.0
